de.deepamehta/deepamehta-iconpicker
com.sikulix/sikulixlibswin
com.netflix.dyno/dyno-memcache
fr.vsct.tock/bot-test
com.datastax.oss/api-plumber-doclet
org.togglz/togglz-spring-mobile
org.togglz/togglz-jsp
org.togglz/togglz-cdi
io.servicecomb/tracing-common
io.cucumber/cucumber-weld
eu.crydee/syllable-counter
org.visallo/visallo-tools-import
org.visallo/visallo-gpw-reindex
org.hawkular.agent/hawkular-swarm-agent-dist
org.faktorips/faktorips-valuetypes-joda
com.intel.analytics.bigdl.native/mkl-java
org.duracloud/sdscstorageprovider
org.duracloud/common-test
de.openkeyword/autoit
com.nike.riposte/riposte-archaius
org.elder.sourcerer/sourcerer-test-utils
com.github.dcsolutions.kalinka/kalinka-pub-service
ru.send-to/TimeSync-ejb
org.wildfly/wildfly-clustering-marshalling-infinispan
org.springframework/spring-instrument
org.jbpm/jbpm-workitems-rss
org.jbpm/jbpm-workitems-jabber
org.jbpm/jbpm-workitems-archive
org.jbpm/jbpm-form-modeler-bpmn-form-builder
be.yildiz-games/component-native-bullet
de.digitalcollections.commons/dc-commons-feign
com.aventrix.jnanoid/jnanoid
org.umlg/test-generation
org.umlg/runtime-servlet
org.hspconsortium.carewebframework/cwf-plugin-procedures
org.hspconsortium.carewebframework/cwf-plugin-observations
org.hspconsortium.carewebframework/cwf-plugin-diagnosticreports
org.geomesa.geoserver/geomesa-gs-avro-mimetype
com.joyent.http-signature/jaxrs-client-signature
org.janusgraph/example-tinkergraph
org.trellisldp/trellis-namespaces
com.harium/dotenv
se.kth.infosys.tomcat/tomcat-access-logging
org.uberfire/uberfire-apps-backend
io.github.jeqo.dropwizard/minio
io.github.jeqo.dropwizard/dropwizard-jaeger
com.thinkbiganalytics.kylo/kylo-security-auth-spark
com.thinkbiganalytics.kylo/kylo-commons-feed-util
com.rbmhtechnology.vind/remote-solr-server
se.kth.infosys/java-logging-bunyan
org.apereo.cas/cas-server-documentation-swagger
com.helger/ph-ubl-testfiles
org.testcontainers/dynalite
org.metafacture/metafacture-scripting
org.flowable/flowable-mule
org.flowable/flowable-content-spring-configurator
org.eclipse.kapua/kapua-stream-internal
org.hawkular.metrics/hawkular-metrics-datetime-service
com.github.zakgof/velvetdb-serializer-elsa
com.github.cafapi.config/config-system
com.atlassian.asap/asap-integration-tests
org.umlg/sqlg-mssqlserver
io.bootique.kotlin/bootique-kotlin-jetty
com.github.docker-java/docker-java
com.alibaba.middleware/tls-sslsocketfactory
com.intendia.gwt.autorest/autorest-gwt
tools.devnull/kodo-forge-plugin
org.rapidpm.binarycache/rapidpm-binarycache-modules-app-cache-provider-jcs
org.rapidpm.binarycache/rapdipm-binarycache-modules-client-connect-rest
org.pustefixframework.samples.modules/sample-module-A
org.bitbucket.samsamann/rest-security
ca.bc.gov.open.cpf.plugins/digest
eu.lestard.redux-javafx-devtool/reduxfx-connector
org.mule.tests/test-crafted-extension
com.atlassian.stash/stash-java-client-tests
org.ibankapp/base-system
org.gosu-lang.gosu/gosu-test
org.irenical.fetchy/fetchy-discoverer-consul
org.hellojavaer.ddal/ddal-core
io.cloudslang.lang/cloudslang-enforcer
com.statful.client/annotations
io.bitsensor.plugins/bitsensor-its-server
com.stormpath.sdk/stormpath-sdk-examples-quickstart
tools.devnull/boteco-persistence-karma
tech.seltzer/seltzer-util
net.javacrumbs/smock-groovy-template
com.github.lburgazzoli/atomix-boot-starter-common
cn.liangyuen/rfid
fi.linuxbox.upcloud/groovy-upcloud-json-spi
com.google.cloud.trace/servlet
com.google.cloud.trace/guice-joda-timestamp
ru.sbtqa.tag.parsers/json
io.marto.aem/aem-vanity-filter
ws.ament.hammock/rest-cxf
org.hawkular.alerts/hawkular-alerts-actions-sms-plugin
org.hawkular.alerts/hawkular-alerts-actions-generic-plugin
org.hawkular.alerts/hawkular-alerts-actions-aerogear-plugin
org.atmosphere/atmosphere-cdi
io.github.msdk/msdk-spectra-similarity
io.github.msdk/msdk-isotopes-isotopegrouper
de.digitalcollections.core/dc-core-backend-api
com.salesforce.aptspring/AptSpringAPI
org.irenical.drowsy/drowsy-datasource
io.smartcat/cassandra-diagnostics-reporter-riemann
io.smartcat/cassandra-diagnostics-reporter-influx
com.bladejava/blade-template-pebble
org.powermock/powermock-module-testng-agent
com.enioka.jqm/jqm-test-jndijms-amq
com.enioka.jqm/jqm-test-datetimemavennolibdef
com.enioka.jqm/jqm-runner-spring
org.testifyproject.resources/zookeeper
org.testifyproject.resources/storm
org.testifyproject.resources/hdfs
org.testifyproject.level/unit
org.extendj/nbfront
com.github.eborgbjerg/chessshell-position-search-indexer
org.ojbc.bundles.intermediaries/juvenile-history-service-intermediary
org.ojbc.bundles.intermediaries/identification-reporting-service-intermediary
org.ojbc.bundles.intermediaries/criminal-history-update-reporting-service-intermediary
org.ojbc.bundles.adapters/person-health-information-search-service-adapter
fi.testee/testeefi-mockito
com.structurizr/structurizr-dot
io.micrometer/micrometer-jmx-starter
com.codeminders.socketio/socketio-sample-chat-tomcat
com.networknt/codegen-fwk
com.github.endoscope/endoscope-basic-ds
org.openimaj.tools/SequenceFileMerger
org.openimaj.hadoop.tools/core-hadoop-tool
se.oyabun.criters/criters-spring-data-jpa
org.teknux/jetty-bootstrap-websocket
org.teknux/jetty-bootstrap-jsp
me.tfeng.toolbox/avro
eu.fraho.spring/security-jwt-internal-spring-boot-starter
com.github.tonethink/HttpContext-web
org.demoiselle.jee/demoiselle-security-token
com.gitlab.spring-cloud-rest-connector/spring-cloud-rest-localconfig-connector
org.codehaus.griffon.plugins/griffon-miglayout-javafx
org.talend.esb/derby-starter
com.google.cloud.dataflow/google-cloud-dataflow-java-examples-all
com.datumbox/datumbox-framework-lib
org.atmosphere/atmosphere-shiro
com.soywiz/korau-midi
org.tiogasolutions.notify/tioga-notify-extras-monitor
io.github.msdk/msdk-spectra-spectrumtypedetection
io.github.msdk/msdk-features-isotopegrouper
org.openehr.java-libs/xml-serializer
org.irenical.jindy/jindy-archaius-etcd
com.savoirtech.hecate/hecate-gson
org.openurp.platform.api/openurp-platform-api-datasource
com.harium.database/sqlite
com.github.workerframework/worker-configs
com.github.cafdataprocessing/worker-policy-handlers-shared-document
com.github.cafdataprocessing/util-policy-converters
ru.stqa.selenium/logging-webdriver
com.crypteron/cipherobject
com.github.mrharibo.micronet/mn-tools-yaml-utility
net.s-jr.utils.sql.rsloader/joda-rs-loader
io.github.zhangshengshan/zss
org.boofcv/boofcv-all
io.opentracing.contrib/opentracing-api-extensions-tracer-spring-autoconfigure
org.ctoolkit.restapi/ctoolkit-client-maps
com.bbossgroups.pdp/bboss-pdp-dubbo-inf
com.google.cloud.sql/mysql-socket-factory
com.gluonhq/charm-down-plugin-vibration-android
com.gluonhq/charm-down-plugin-storage-android
com.gluonhq/charm-down-plugin-share-ios
com.gluonhq/charm-down-plugin-settings-desktop
com.gluonhq/charm-down-plugin-runtime-args-desktop
com.gluonhq/charm-down-plugin-pictures-ios
com.gluonhq/charm-down-plugin-magnetometer-ios
com.gluonhq/charm-down-plugin-lifecycle-desktop
com.gluonhq/charm-down-plugin-display-android
com.gluonhq/charm-down-plugin-device-ios
com.gluonhq/charm-down-plugin-compass-ios
com.gluonhq/charm-down-plugin-cache-desktop
com.gluonhq/charm-down-plugin-ble-ios
com.gluonhq/charm-down-plugin-audio-recording-ios
com.github.secondbase/consul-prometheus-widget
com.harium.database/postgresql
org.oxerr.commons/commons-jax-rs-data
com.github.japgolly.fork.google-cloud-trace/logging-service
com.github.japgolly.fork.google-cloud-trace/guice-java-timestamp
com.panayotis/loadlib
ru.sbtqa.tag.pagefactory/page-factory-utils
com.netflix.buildinfrastructure/netflixoss-plugin-common
org.oxerr.spring.boot/spring-boot-daemon
org.hashids/hashids
org.oxerr/youzan-client-core
org.kuali.rice/rice-legacy-web
io.github.openfeign/feign-jaxrs
org.juzu/juzu-depchain-arquillian
org.ligoj.plugin/plugin-scm-svn
org.tinyj.lazy/lazy
com.github.subchen/jetbrick-template-shiro
nz.net.osnz.common/system-property-ingestion
com.pragmatickm/pragmatickm-procedure-style
com.pragmatickm/pragmatickm-contact-style
com.sdl.dxa.modules/dxa-module-context-expressions-legacy
de.digitalcollections.commons/digitalcollections-commons-springaop
io.snamp/groovy-xml-bridge
com.github.simondan.ojcms/ojcms-server
com.linkedin.gobblin/gobblin-rest-client
eu.mihosoft.ugshell.ugdist/ugshell-dist
com.semanticcms/semanticcms-openfile-taglib
com.semanticcms/semanticcms-file-style
com.semanticcms/semanticcms-dia-style
com.semanticcms/semanticcms-autogit-style
com.aoindustries/ao-messaging-tcp-client
com.aoindustries/ao-credit-cards-payflowPro
org.testifyproject.examples/example-junit-resourceprovider
fr.minuskube/netherboard-core
com.github.shyiko.dotenv/dotenv
com.iceyyy/icenongli
com.consol.citrus/citrus-admin-connector
io.servicecomb.demo/multiple-server
io.servicecomb.demo/demo-spring-boot-jaxrs-client
com.kloudtek.kryptotek/kryptotek-rest-server-servlet
org.prompto/WebSite
com.github.wslf/LevenshteinDistance
org.drombler.commons/drombler-commons-action-command
hu.blackbelt/osgi-encryption-test
org.sonarsource.ldap/server
net.technolords.tool.jmeter/tcp-sampler-oneway
org.igniterealtime.smack/smack-omemo-signal-integration-test
ml.shifu/guagua-client
com.hurence.logisland/logisland-ml-client-service
com.github.belaso/spring-batch-filenet
org.codehaus.griffon.plugins/griffon-tangoicons-core
org.codehaus.griffon.plugins/griffon-nuvolaicons-core
org.codehaus.griffon.plugins/griffon-feedicons-core
org.codehaus.griffon.plugins/griffon-fatcowicons-core
org.codehaus.griffon.plugins/griffon-crystalicons-core
io.apiman/apiman-tools-ldap
io.apiman/apiman-test-suite
io.apiman/apiman-gateway-engine-vertx-shareddata
de.digitalcollections/iiif-image-backend-api
com.codeaddslife.koara/koara-html
com.kloudtek.ktutils/ktutils-security
com.kloudtek.ktutils/ktutils-jetty
org.wildfly.legacy.test/wildfly-legacy-versions
de.digitalcollections/digitalcollections-core-business-api
org.visallo/visallo-tools-run-gpw
org.visallo/visallo-tomcat-server
me.atam/test-utils
org.openehealth.ipf.tutorials/ipf-tutorials-osgi-service
com.sitewhere/sitewhere-twilio
com.linkedin.pegasus/restli-server-standalone
com.github.autoscaler/autoscale-marathon-shared
io.github.msdk/msdk-features-gapfilling
com.yahoo.pulsar/pulsar-broker-auth-athenz
io.elastest/hello-world
org.hspconsortium.carewebframework/cwf-ui-orders
org.hspconsortium.carewebframework/cwf-ui-familyhistory
lv.ctco.scm/publicci-test
eu.freme-project.bservices.filters/cors-filter
com.xqbase/xqbase-util-mail
org.moskito/moskito-central-embedded-connector
com.fjordnet.autoreceiver/annotations
com.ecfront.dew/logger
ru.opensecreto/openutils
net.fortytwo.smsn/hand
com.kennycason/kumo-api
io.servicecomb.springboot.jaxrs.client/demo-spring-boot-jaxrs-client
org.sakaiproject.taggable/sakai-taggable-hbm
org.sakaiproject.search/search-model
org.sakaiproject/sakai-web-api
org.sakaiproject/sakai-openldap-provider
org.sakaiproject/sakai-dav-common
org.sakaiproject.oauth/oauth-dao-server-config
org.sakaiproject.courier/sakai-courier-impl
org.sakaiproject.common/sakai-privacy-hbm
com.orientechnologies/spring-data-orientdb-graph
nz.ac.waikato.cms.weka/classificationViaClustering
com.kotcrab.vne/vne-win-thumbnails
org.activiti/activiti-mule
cn.yerl.web/spring-boot-starter-beetl
org.jgroups.azure/jgroups-azure
com.leshazlewood.spin/shell-spin-plugin
com.norconex.collectors/norconex-committer-azuresearch
se.redmind/rmtest-cucumber-restassured
org.lokra.jpa/identifier-generator
cc.redpen/redpen-cli
com.chinanetcenter.wcs/wcs-test-hello
org.fcrepo.apix/fcrepo-api-x-indexing
com.gitlab.jhonsapp/web-configuration
com.netflix.hystrix/hystrix-junit
io.github.mattcarrier.metrics.transport/metrics-serialization-serializer-tests
io.atomix.catalyst/catalyst-jackson
cool.pandora/pandora-exts-encoder
io.opentracing.contrib/opentracing-globaltracer
com.norconex.collectors/norconex-committer-cloudsearch
com.dattack/jtoolbox-commons-configuration
io.github.matthieun/wkb-wkt-converter
com.manydesigns/portofino-jersey
uy.kohesive.kovert/kovert-template-engine-handlebars
org.apfloat/apfloat-applet
uk.gov.dstl.baleen/baleen-runner
fi.vincit/multi-user-test-runner-spring
com.clouway.security/jwt-java-client-testing
com.github.tddmonkey/reactor-aws-sqs
com.github.tddmonkey/reactor-aws-common
de.tu-dresden.inf.lat.jcel/jcel-protege
org.hdiv/hdiv-thymeleaf
org.meeuw/mihxil-json-include
org.arquillian.algeron/arquillian-algeron-pact-provider-ftest-container-skip-deployment
org.arquillian.algeron/arquillian-algeron-pact-consumer-ftest-container
org.arquillian.algeron/arquillian-algeron-consumer-git-publisher
com.ethlo.dachs/dachs-audit
se.jguru.nazgul.core.osgi.launcher.impl.felix/nazgul-core-osgi-launcher-impl-felix
org.immutables.javaslang/javaslang-checkstyle
net.kpipes/kpipes-lib-testing
edu.amherst.acdc/acrepo-exts-template
edu.amherst.acdc/acrepo-exts-fits
com.christiangp/auto-value-nested-tostring
au.com.gridstone.rxstore/converter-moshi
com.mebigfatguy.quiescence/quiescence
com.xzchaoo.springsupport/spring-support-springboot
io.atlassian.fugue/fugue-guava
org.anarres.graphviz/graphviz-builder-jgrapht
com.jslsolucoes/template
com.github.czyzby/gdx-autumn-android
com.adeptik/CommandLineUtils
com.talent-aio/talent-aio-client
net.digitalid.utility/utility-casting
org.vaadin.spring.addons/vaadin-spring-addon-simple-mvp
io.github.agentsoz/bdi-gams
org.hawkular.apm/hawkular-apm-server-security-jaas
org.hawkular.apm/hawkular-apm-examples-vertx-opentracing-account-manager
de.xn--ho-hia.javapoet/javapoet-type-guesser
org.coodex/concrete-jaxrs-serializer-fastjson
net.stickycode.scheduled/sticky-scheduler-api
org.siggi-ci/siggi-ci-it-assemble-ghe
org.siggi-ci/siggi-ci-connect-common
se.skltp.vp/itinfra-tp-ping-test-consumer
fr.landel/utils-microbenchmark
org.mil-oss/fgsms-recryptor
com.boundary.dropwizard.consul/client
com.github.igor-suhorukov/maven-cli
org.fcrepo.camel/fcrepo-indexing-triplestore
edu.wisc.my.restproxy/rest-proxy-boot
org.jruby.extras/bytelist
de.ixilon/aws-aware-eureka-instance
com.kloudtek.ktspring/ktspring-core
org.nutz/nutz-integration-jsch
org.conscrypt/conscrypt-constants
io.drinkwater/drinkwater-datastore-postgres-embedded
com.daedafusion/service-framework-yaml
com.github.colorgmi/hello-world-java
uk.co.jmsoft/baseconversiontools
uk.co.jmsoft/comboboxextra
org.obsidiantoaster/archetypes-catalog
me.geso/avans-tinyvalidator
com.github.sejoung/navigator
org.xwiki.rendering/xwiki-rendering-syntax-mediawiki
com.google.googlejavaformat/google-java-format-eclipse-plugin
io.silverware/monitoring-microservice-provider
com.github.waffle/waffle-jetty
de.maltebehrendt.uppt/usermanagement
com.smoketurner.pipeline/pipeline-client
com.virgilsecurity.sdk/client-samples
org.arquillian.cube/arquillian-cube-docker-ftest-machine
com.ppolivka.solr.extensions/softmax
com.athaydes.osgiaas/osgiaas-jar-wrap
org.meridor.perspective/perspective-api-common
com.gitblit.fathom/fathom-security-redis
com.gitblit.fathom/fathom-security-jdbc
com.gitblit.fathom/fathom-metrics-influxdb
org.specsy/specsy-java
org.irenical.fetchy/fetchy-random
io.qaclana/qaclana-healthcheck-server
com.truward.protobuf/protobuf-jaxrs-jackson
au.id.ajlane.iostreams/iostreams-examples
uk.co.qorr/hvalspik-testing-chainedcontainer
fr.norad.jaxrs.client.server/jaxrs-client-server-api
edu.jhuapl.dorset.components/user-service
com.opentable.components/otj-logging-redis
net.javacrumbs.future-converter/future-converter-spring-guava
io.cotiviti/svcwrapperdefault
net.streamok/streamok-distribution-node
org.perfrepo/perfrepo-client
com.headius/unsafe-fences
net.aequologica.neo/geppaequo-git
com.eventsourcing/eventsourcing-kotlin
org.csc/phynixx-optionals
me.geso.apimock/apimock-jetty
com.infotel.seleniumRobot/seleniumRobot-example
org.hpccsystems/clienttools
io.apptik.rhub/shield-maker-rs
es.sandbox.ui.messages/flash-messages-taglibs
de.deepamehta/deepamehta-typeeditor
de.deepamehta/deepamehta-events
com.tqdev.metrics/metrics-core
uk.ac.ebi.interpro.scan/generic-jpa-dao
org.jtransfo/jtransfo-joda-time
org.fujion/fujion-script-jruby
org.fujion/fujion-sandbox
io.vavr/vavr-match
io.flux-capacitor/metrics
com.vladmihalcea.flexy-pool/flexy-vibur
com.vladmihalcea.flexy-pool/flexy-druid
com.vladmihalcea.flexy-pool/flexy-bonecp
com.manganit.half/half-security
com.avides.spring/spring-amqp-utils
org.refcodes/refcodes-logger-alt-io
org.refcodes/refcodes-daemon
org.jboss.weld.examples.se/weld-se-hello-world
org.eclipse.dirigible/dirigible-runtime-ide-terminal
org.eclipse.dirigible/dirigible-repository-zip
org.eclipse.dirigible/dirigible-commons-test
org.commonjava.indy/indy-folo-client-java
org.commonjava.indy/indy-autoprox-client-java
io.cloudslang/score-engine-jobs
io.amient.affinity/mapdb
com.opentext.ia/infoarchive-sdk-velocity
org.nutz/nutzboot-starter-jetty
org.aksw.commons/subgraph-isomorphism-index-jgrapht
io.agroal/agroal-hikari
com.networknt/traceability
com.networknt/exception
com.networknt/audit
com.appslandia/appslandia-jsp-layout
uk.gov.gchq.gaffer/hazelcast-cache-service
org.minijax/minijax-websocket
com.sdl.web/content-ambient-client
com.github.wnameless/workbook-accessor
com.butor/butor-portal-model
org.xwiki.rendering/xwiki-rendering-macro-content
org.openehealth.ipf.gazelle/ipf-gazelle-validation-profiles-pcd
org.openehealth.ipf.gazelle/ipf-gazelle-validation-profiles-iti-pixpdq
org.openehealth.ipf.boot/ipf-xds-spring-boot-starter
org.jboss.pnc/demo-data
org.apereo.cas/cas-server-support-trusted-mfa-rest
org.apereo.cas/cas-server-support-sms-twillio
org.apereo.cas/cas-server-support-shibboleth
org.apereo.cas/cas-server-support-saml-googleapps
org.apereo.cas/cas-server-support-reports
org.apereo.cas/cas-server-support-mongo
org.apereo.cas/cas-server-support-memcached-monitor
org.apereo.cas/cas-server-support-jdbc-monitor
org.apereo.cas/cas-server-support-grouper
org.apereo.cas/cas-server-support-events-mongo
org.apereo.cas/cas-server-support-configuration
org.apereo.cas/cas-server-core-webflow
org.apereo.cas/cas-server-core-events-configuration
org.apereo.cas/cas-server-core-configuration-cloud-dynamodb
net.serenity-bdd/serenity-sample-alternative-resources
com.github.galigator.openllet/openllet-protege
ai.grakn/migration-sql
io.github.ivnik/smartlog-examples
ro.pippo/pippo-xstream
ro.pippo/pippo-session-xmemcached
ro.pippo/pippo-session-jedis
ro.pippo/pippo-jaxb
org.easybatch/easybatch-test-common
org.easybatch/easybatch-jpa
org.easybatch/easybatch-gson
io.opencensus/opencensus-contrib-grpc-util
org.camunda.bpm.javaee/camunda-ejb-client
com.intuit.karate/karate-mock-servlet
com.dukescript.presenters/browser
org.jboss.arquillian.config/arquillian-config-spi
io.airlift/jaxrs-testing
se.hiq.oss.qa/qa-rules
org.jmxtrans/jmxtrans-output-influxdb
net.redpipe/redpipe-templating-freemarker
io.github.jklingsporn/vertx-jooq-future
com.alibaba.jvm.sandbox/sandbox-provider-api
org.restcomm.camelgw/test-capmodule
org.immutables/android-stub
com.sparkjava/spark-template-water
com.nike.wingtips/wingtips-zipkin-spring-boot
com.github.dennisit/vplus-mvc
com.amdocs.zusammen.plugin/zusammen-search-index-empty-plugin
co.cask.cdap/CubeService
org.jgrapht/jgrapht-ext
com.noveria.assertion/wait-until-asserter
com.namics.oss.spring.support.logging/spring-logging-support-samples-starter
com.harium.propan/commons
com.cerner.beadledom/beadledom-lifecycle-governator
io.sgr.oauth/oauth-client-apachehttp
com.github.maricn/logback-slack-appender
io.zipkin.brave/brave-mysql
com.tmtron/green-annotations
com.github.lishengguo/node-dubbo-service
com.oath.microservices/micro-metrics-datadog
com.helger/ph-cii-testfiles
org.testifyproject.maven/shade-plugin-extentions
com.netflix.archaius/archaius-zookeeper
com.github.snksoft/crc
org.zkoss.theme/silvertail
org.graylog.autovalue/auto-value-javabean
com.rabidgremlin/mutters-opennlp-intent
com.alibaba.edas/edas-container-sdk
com.helger/ph-fonts-roboto
com.helger/ph-fonts-alegreya-sans
io.github.scouter-project/scouter-agent-batch
org.kantega.respiro/respiro-mongodb-test-plugin
org.kantega.respiro/respiro-executor-plugin
org.activiti.cloud/activiti-cloud-starter-audit-mongo
com.facebook.jcommon/logging-util
top.marchand.cp/cl-thread-factory
io.github.libktx/ktx-log
com.jdroidframework/jdroid-gradle-java-webapp-plugin
br.com.jbugbrasil.bot/urban-dictionary-service
org.processing/net
com.jeromeloisel/db-repository-api
org.camunda.bpm.extension.feel.scala/feel-engine-plugin
org.togglz/togglz-cloud-datastore
io.servicecomb/swagger-invocation-springmvc
org.visallo/visallo-web-plugins-admin-user-property-privileges
org.visallo/visallo-web-auth-username-only
org.visallo/visallo-model-vertexium-elasticsearch
org.visallo/visallo-client-api-codegen
org.gdl-lang.gdl-tools/openehr-utils-server
io.tekniq/tekniq-cache
com.intel.analytics.bigdl.bigquant/bigquant-java-mac
org.wicketstuff/wicketstuff-jwicket-tooltip-walterzorn
org.wicketstuff/wicketstuff-datastore-ignite
org.gebish/geb-exceptions
org.duracloud/manifeststitch
org.duracloud/common-cache
org.aksw.rdfunit/rdfunit-manual-tests
com.nike.riposte/riposte-servlet-api-adapter
com.nike.backstopper/backstopper-custom-validators
org.tenkiv.physikal/si-units
org.elder.sourcerer/sourcerer-esjc-spring
nl.littlerobots.bundles/frozen-processor
com.lindar/password-acolyte
br.com.thiagomoreira.liferay.plugins.portal-properties-prettier-app/portal-properties-prettier-core
org.jbpm/jbpm-workitems-transform
org.jbpm/jbpm-form-modeler-renderer-backend
org.jbpm/jbpm-designer-utilities
org.guvnor/guvnor-ala-services-backend
com.mercateo.rest/rest-schemagen-spring
org.trellisldp/trellis-io-jena
org.beigesoft/beige-logging-android
org.umlg/generation
io.advantageous.qbit/qbit-test-support
com.datomic/client-impl-shared
tech.pronghorn/plugin-hashing-openhft
org.janusgraph/example-common
org.srcdeps.mvn/srcdeps-maven-local-repository
io.norberg/auto-matter-gson
vc.inreach.aws/aws-signing-request-interceptor
io.gravitee.policy/gravitee-policy-openid-connect-userinfo
com.thinkbiganalytics.kylo.plugins/kylo-service-monitor-nifi
com.thinkbiganalytics.kylo/kylo-security-auth-kylo-local
com.thinkbiganalytics.kylo/kylo-metadata-persistence
com.marcosbarbero.cloud/springdata
ru.ilb.common/common-jpa-jaxb
org.apereo.cas/cas-server-support-surrogate-authentication-rest
org.apereo.cas/cas-server-support-redis-service-registry
org.apereo.cas/cas-server-support-metrics
org.apereo.cas/cas-server-support-events-influxdb
org.apereo.cas/cas-server-support-consent-ldap
org.apereo.cas/cas-server-support-aup-mongo
org.apereo.cas/cas-server-support-audit-mongo
com.netflix.karyon/karyon-admin-healthcheck-plugin
org.modelmapper.extensions/modelmapper-jooq
org.modelmapper.extensions/modelmapper-dagger
com.helger/ph-schematron-testfiles
org.testcontainers/localstack
org.metafacture/metafacture-jdom
org.flowable/flowable-spring-boot-sample-rest-api
org.flowable/flowable-ldap-configurator
org.flowable/flowable-form-engine-configurator
org.eclipse.kapua/kapua-security-registration-api
org.openksavi.sponge/sponge-signal
org.georegression/experimental
com.yammer.tenacity/tenacity-testing
com.onelogin/java-saml
com.github.cafapi.decoder/decoder-js
com.github.cafapi.codec/codec-json
com.github.cafapi.cipher/cipher-jasypt
