de.deepamehta/deepamehta-caching
io.engineblock/eb-runtime
com.intuit.wasabi/wasabi-event-objects
com.axway.ats.distrib/ats-distrib
org.ojai/ojai-scala
org.elasticsearch.client/transport
io.zipkin.aws/zipkin-aws-junit
com.sparkjava/spark-template-thymeleaf
com.sparkjava/spark-template-mustache
com.sparkjava/spark-template-jetbrick
com.sparkjava/spark-template-closure
com.heroku.api/heroku-json-gson
com.github.emc-mongoose/mongoose-storage-driver-net-http-emc
co.cask.cdap/cdap-spark-python
co.cask.cdap/cdap-kafka
nl.basjes.parse.useragent/yauaa-pig
nl.basjes.parse.useragent/yauaa-flink
com.cerner.beadledom/beadledom-guice
org.jboss.resteasy/resteasy-wadl-undertow-connector
org.keycloak/launcher
org.dotwebstack.framework/dotwebstack-test
io.zipkin.brave/brave-instrumentation-sparkjava
io.opentracing.contrib/opentracing-kafka-streams
com.github.ssmplus/ssmplus-interface
org.vertexium/vertexium-xstream-serializer
org.hawaiiframework/hawaii-test
org.stagemonitor/stagemonitor-dispatcher
com.hurence.logisland/logisland-scripting-plugin
com.google.endpoints/endpoints-management-control-appengine
com.canoo.dolphin-platform/dolphin-platform-remoting-server-javaee
org.bitbucket.cpointe.mash/mash-velocity
org.antframework.boot/ant-boot-starter-config
com.mchange/solcj-compat
net.eulerframework/euler-common-logging
org.pantsbuild/ivy-dependency-update-checker
org.kantega.respiro/respiro-test-database-plugin
org.kantega.respiro/respiro-jersey-validation-plugin
com.facebook.jcommon/memory
com.airlenet/play-repo-redis
org.teiid/teiid-data-quality
br.com.jbugbrasil.bot/uptime-service
org.trellisldp/trellis-binary
com.sikulix/sikulixlibsmac
org.processing/serial
com.weibo/codec-extension
com.icthh.xm.lep/xm-lep-entry
org.togglz/togglz-shiro
org.togglz/togglz-jsf
io.get-coursier/echo
io.servicecomb/spring-cloud-zuul
io.cucumber/cucumber-picocontainer
org.visallo/visallo-web-server-base
org.visallo/visallo-jetty-server
org.visallo/visallo-gpw-phone-number-extractor
org.hawkular.agent/hawkular-swarm-agent-api
net.minidev/ovh-java-sdk
com.intel.analytics.bigdl.native/mkl-java-mac
org.duracloud/rackspacestorageprovider
org.duracloud/common-db
com.uber.jaeger/jaeger-tracerresolver
com.github.houbb/doc-api
nl.littlerobots.bundles/frozen-annotation
com.github.dcsolutions.kalinka/kalinka-cluster-hc
ru.send-to/TimeSync-dto
org.wildfly/wildfly-clustering-marshalling-api
org.optaplanner/optaplanner-persistence-common
org.jbpm/jbpm-workitems-parser
org.jbpm/jbpm-workitems-ftp
org.jbpm/jbpm-wb-dashboard-backend
org.guvnor/guvnor-workingset-client
de.digitalcollections.commons/dc-commons-validation
com.uber.autodispose/autodispose-kotlin
org.beigesoft/beige-logging-acl-android
org.umlg/runtime-uml
org.umlg/runtime-groovy
org.hspconsortium.carewebframework/cwf-plugin-patientphoto
org.hspconsortium.carewebframework/cwf-plugin-medicationorders
org.hspconsortium.carewebframework/cwf-plugin-conditions
org.duracloud.snapshot/snapshot-common-test
com.joyent.http-signature/google-http-client-signature
org.janusgraph/example-remotegraph
org.srcdeps.mvn/srcdeps-maven-enforcer
com.github.jsimone/webapp-runner-redis
org.uberfire/uberfire-wires-bayesian-parser-backend
org.jodconverter/jodconverter-spring
io.github.jeqo.dropwizard/jaeger
io.github.jeqo.dropwizard/dropwizard-camel
com.thinkbiganalytics.kylo/kylo-commons-test-persistence
com.thinkbiganalytics.kylo/kylo-classname-change-api
com.opentext.otag.tomcat/otag-tomcat-listener
org.apereo.cas/cas-server-support-redis-core
com.helger/ph-bdve-simplerinvoicing
com.github.aro-tech/tdd-mixins-core
com.devskiller.friendly-id/friendly-id-spring-boot-starter
org.metafacture/metafacture-csv
org.flowable/flowable-form-spring-configurator
org.flowable/flowable-content-engine-configurator
io.opentracing.contrib/opentracing-ejb
org.hawkular.metrics/hawkular-dropwizard-reporter-factory
com.github.cafapi.util/util-process-identifier
com.github.cafapi.config/config-decoder
com.atlassian.asap/asap-client-feign
org.umlg/sqlg-mariadb
edu.msudenver.cs/JCLO
com.jzallas/rxdisposal-lifecycleaware
cn.featherfly/featherfly-configuration-persistence
io.codegen.jso-builder/jso-builder-annotations
org.trellisldp/trellis-id
org.rapidpm.binarycache/rapidpm-binarycache-modules-app-cache-provider-hazelcast
org.pustefixframework.samples.modules/sample-module-C
de.roskenet/springboot-javafx-test
com.clivern/pluto
org.ldaptive/ldaptive-ldapi
com.collaborne.operations/tomcat-cors-regex-filter
org.mule.runtime/mule-module-http-policy-api
org.rapidpm.proxybuilder/rapidpm-proxybuilder-modules-core
com.thamtech.gwt/gwt-pojobuilder
com.kenticocloud/cloud-generator-core
org.irenical.fetchy/fetchy-connector-retrofit
io.knotx/knotx-example-handlebars-ext
io.cloudslang.lang/cloudslang-content-maven-compiler
com.badlogicgames.gdxpay/gdx-pay-gwt-googlewallet
io.bitsensor.plugins/bitsensor-its-collector
tools.devnull/boteco-persistence-mongodb
tools.devnull/boteco-message-formatter
org.prebid/prebid-mobile-sdk
io.airbrake/logback
ru.sbtqa.tag/cucumber-runner
org.wallride/wallride-tools
fi.linuxbox.upcloud/groovy-upcloud-json-gjson
com.google.cloud.trace/logging-service
com.google.cloud.trace/guice-java-timestamp
org.softsmithy.lib/softsmithy-lib-compiler
ws.ament.hammock/util-camel
ws.ament.hammock/messaging-artemis
org.hawkular.alerts/hawkular-alerts-actions-pagerduty-plugin
org.hawkular.alerts/hawkular-alerts-actions-file-plugin
io.scalecube/scalecube-testlib
lt.tokenmill.crawling/page-analyzer
io.github.msdk/msdk-spectra-centroidprofiledetection
io.github.msdk/msdk-io-filetypedetection
com.technodabble.examples/skramplitude
org.irenical.drowsy/drowsy-query-mysql
org.ejml/ejml-all
io.smartcat/cassandra-diagnostics-reporter-prometheus
io.smartcat/cassandra-diagnostics-reporter-datadog
com.bladejava/blade-template-jetbrick
org.powermock/powermock-classloading-xstream
com.enioka.jqm/jqm-test-datetimemavennopomlib
com.enioka.jqm/jqm-test-datetimemavenjarinlib
com.github.shynixn/dashbuttonwatcher-api
org.testifyproject.resources/yarn
org.testifyproject.resources/kafka
org.testifyproject.mock/mockito
org.testifyproject.level/system
io.dropwizard.metrics/metrics-logback
org.ojbc.bundles.intermediaries/person-search-request-service-intermediary
org.ojbc.bundles.intermediaries/incident-search-request-service-intermediary
org.ojbc.bundles.intermediaries/firearm-search-request-service-intermediary
org.ojbc.bundles.connectors/ojb-web-application-connector-extension
org.ojbc.bundles.adapters/n-dex-submission-service-mock-adapter
fi.testee/testeefi-easymock
org.ligoj.plugin/plugin-prov-google
edu.minneapolis/input-utils
com.codeminders.socketio/socketio-sample-chat-jetty
com.github.endoscope/endoscope-storage-aggr
com.digitalpebble.stormcrawler/storm-crawler-langid
org.openimaj/processing
edu.byu.hbll/logback-kafka
ru.sberned.statemachine/spring-flow-state-machine-starter
org.teknux/jetty-bootstrap-servlets
org.teknux/jetty-bootstrap-annotations
eu.fraho.spring/security-jwt-memcache-spring-boot-starter
eu.fraho.spring/security-jwt-hibernate-spring-boot-starter
com.github.callthink/HttpContext-web
com.github.raipc/log-event-consumer-api
com.gitlab.spring-cloud-rest-connector/spring-cloud-rest-cloudfoundry-connector
org.talend.esb/transport-jms
org.talend.esb.auxiliary.storage/auxiliary-storage-client-common
com.truward.brikar.error/rest-errors-parser
com.fuqssi.boot/fuqssi-boot-data
com.github.shyiko.servers-maven-extension/servers-maven-extension
org.tiogasolutions.notify/tioga-notify-processor-swing
com.github.onepiecex/mq-aliyun-core
io.github.msdk/msdk-spectra-isotopepattern
com.weblyzard.lib.string/nilsimsa
org.openehr.java-libs/adl-serializer
org.irenical.jindy/jindy-archaius-consul
com.iqarr.cache/cache-redis
io.github.ganchix/morphia-spring-boot
com.airlenet/play-template-velocity
com.github.workerframework.messagebuilder/worker-example-message-builder
com.github.cafdataprocessing/worker-policy-handlers-shared-document-converter
com.github.cafdataprocessing/policy-boilerplate-fields
com.viskan/logstash-appender
org.eurekaclinical/protempa-tsb-umls
com.automation-remarks/video-recorder-junit
net.s-jr.utils.sql.parametertype/joda-parameter-type
io.github.zhangshengshan/test
no.difi.vefa/peppol-mode
ch.swaechter/angularj-universal-application
edu.byu.hbll/config
com.truward.brikar.protobuf/spring-protobuf-http-json
com.gluonhq/charm-down-plugin-video-ios
com.gluonhq/charm-down-plugin-storage-ios
com.gluonhq/charm-down-plugin-statusbar-ios
com.gluonhq/charm-down-plugin-share-android
com.gluonhq/charm-down-plugin-settings-android
com.gluonhq/charm-down-plugin-push-notifications-ios
com.gluonhq/charm-down-plugin-pictures-android
com.gluonhq/charm-down-plugin-local-notifications-ios
com.gluonhq/charm-down-plugin-display-ios
com.gluonhq/charm-down-plugin-dialer-ios
com.gluonhq/charm-down-plugin-device-android
com.gluonhq/charm-down-plugin-compass-android
com.gluonhq/charm-down-plugin-browser-ios
com.gluonhq/charm-down-plugin-battery-ios
com.gluonhq/charm-down-plugin-accelerometer-ios
com.github.secondbase/all
com.circuitwall.ml/platform-monolithic
it.unibz.inf.ontop/ontop-system-owlapi
com.github.japgolly.fork.google-cloud-trace/guice-single-thread-scheduler
com.github.japgolly.fork.google-cloud-trace/guice-grpc-sink
org.daisy.pipeline/xpath-registry
io.github.sangsoonam/enumparser
io.ashdavies.auto/auto-no-op
com.truward.brikar.protobuf/brikar-protobuf-http-json
ru.sberned/spring-flow-state-machine-starter
org.oxerr.spring.security/spring-security-guest-web
net.joala/joala-expressions-library
de.tomgrill.gdxfacebook/gdx-facebook-html
com.github.daniel-shuy/jpa-utils
org.ligoj.plugin/plugin-redirect
org.hawkular.commons/hawkular-bus-mdb
com.github.subchen/jetbrick-template-jodd
de.digitalcollections/iiif-presentation-backend-api
com.pragmatickm/pragmatickm-procedure-model
io.opentracing.contrib/opentracing-mongo-driver
com.airbnb.okreplay/noop
me.tfeng.play-mods/dust
eu.mihosoft.jcsg.ext.mesh/jcsg-meshextensions
org.openbaton/utils
cn.opom/AesCrypt
com.semanticcms/semanticcms-theme-documentation-style
com.semanticcms/semanticcms-news-style
com.semanticcms/semanticcms-file-model
com.semanticcms/semanticcms-dia-model
com.aoindustries/ao-messaging-tcp
com.aoindustries/ao-messaging-http-client
com.aoindustries/ao-credit-cards-authorizeNet
org.mapsforge/vtm-themes
com.automationrockstars/gir-rest
fr.matthieu-vergne/flat-map-support
com.github.jkutner/env-keystore
io.servicecomb.springboot.springmvc.server/demo-spring-boot-springmvc-server
io.servicecomb.demo/multiple-client
io.servicecomb.demo/demo-local
co.wrisk.dropwizard/logback-elasticsearch-aws
net.milanqiu.mimas/mimas-tpl-trial
org.springframework.data/spring-data-hadoop-spark
org.drombler.acp/drombler-acp-core-standard-docking
hu.blackbelt/collectd-commands
com.nortal.jroad/xtee-client-test
com.sandeepkaul/javax-mutable-request
com.sprhibrad/sprhibrad-names
fr.lirmm.graphik/graal-io-ruleml
com.hurence.logisland/logisland-ml-client-service-api
org.codehaus.griffon.plugins/griffon-tangoicons-swing
org.codehaus.griffon.plugins/griffon-nuvolaicons-swing
org.codehaus.griffon.plugins/griffon-feedicons-swing
org.codehaus.griffon.plugins/griffon-fatcowicons-swing
org.codehaus.griffon.plugins/griffon-crystalicons-swing
com.adobe.api.platform/launchpad-test-support
io.apiman/apiman-tools-jdbc
io.apiman/apiman-manager-api-ispn
io.apiman/apiman-gateway-engine-prometheus
com.netflix.servo/servo-tomcat
com.sprylab.xar/xar-cli
com.kloudtek.ktutils/ktutils-mule
com.kloudtek.ktutils/ktutils-geo
eu.future-earth.gwt/ftr-gwt-calendar-emulation
de.digitalcollections/digitalcollections-core-backend-api
org.visallo/visallo-tools-migration-workspace-to-workproduct
org.eurekaclinical/eurekaclinical-user-agreement-common
net.paissad.tools.reqcoco.parser/reqcoco-parser-xlsx
org.openehealth.ipf.tutorials/ipf-tutorials-osgi-route-file
com.sitewhere/sitewhere-aws
com.linkedin.pegasus/restli-netty-standalone
io.github.msdk/msdk-spectra-comparison
io.github.msdk/msdk-features-filtering
org.bidib.jbidib/bidibwizard-installer-panel
org.hspconsortium.carewebframework/cwf-ui-procedures
org.hspconsortium.carewebframework/cwf-ui-observations
org.hspconsortium.carewebframework/cwf-ui-conditions
eu.freme-project.e-services/dbpedia-spotlight
eu.freme-project.bservices.controllers/nif-converter
com.github.dreamhead/moco-junit
org.moskito/moskito-central-connectors-common
org.springframework.security/spring-security-aspects
com.ecfront.dew/config
org.sonatype.buildsupport/licenses
fr.inria.atlanmod.neoemf/neoemf-tests
com.holon-platform.test/holon-release-test
com.jongsoft.utils/highchart-web
org.sakaiproject.sitemanage/sakai-siteassociation-hbm
org.sakaiproject.samigo/samlite-impl
org.sakaiproject/sakai-usermembership-impl
org.sakaiproject/sakai-import-announcement
org.sakaiproject/sakai-allhands-provider
org.sakaiproject.login/login-impl
org.sakaiproject.contentreview/sakai-contentreview-impl-federated
org.sakaiproject.common/sakai-privacy-api
jp.co.bizreach/suuji-converter
com.github.civitz.viper/generator
org.arquillian.ape/arquillian-ape-sql-standalone-dbunit
it.anyplace.sync/a-sync-http-relay-server
org.openscience.cdk/cdk-qsarcml
com.shapestone/test-util
net.winroad/wrdoclet-demodubbostub
com.itelg.spring/spring-proxy-actuator
xyz.cofe/fs-spi
com.openhtmltopdf/openhtmltopdf-jsoup-dom-converter
com.github.easai.utils/RecurseDir
org.easyrules/easyrules-spring-boot-starter
org.fcrepo.apix/fcrepo-api-x-binding
io.urf/surf-test
org.jgroups.google/jgroups-google
io.github.mattcarrier.metrics.transport/metrics-serialization-kryo
io.atomix/atomix-standalone-server
com.github.jhonsapp/ModuloTes
br.com.tecsinapse/tecsinapse-data-io-migration
com.github.jhonyscamacho/web-configuration
me.escoffier.vertx/vertx-completable-future
com.manydesigns/portofino-theme
org.biopax.paxtools/paxtools-trove
uy.kohesive.kovert/kovert-template-engine-freemarker
uk.gov.gchq.gaffer/named-operation-jcs-cache
ru.send-to.gwt/Notifications
com.rapatao.sparkjava/spark-spring-xml-support
com.moomanow/moomanow-logger
com.github.tddmonkey/reactor-aws-sns
com.github.mlk/spring-boot-exceptions-feign
com.ncredinburgh/maven-release-yearly-policy
io.openshift/openshift-test-utils
org.arquillian.algeron/arquillian-algeron-provider-api
org.arquillian.algeron/arquillian-algeron-pact-provider-assertj
org.arquillian.algeron/arquillian-algeron-consumer-spi
org.arquillian.algeron/arquillian-algeron-consumer-api
org.xwiki.rendering/xwiki-rendering-syntax-confluence
se.jguru.nazgul.core.algorithms.tree.api/nazgul-core-algorithms-tree-api
org.openscoring/openscoring-server
org.nutz/nutz-integration-jsf
edu.amherst.acdc/acrepo-exts-serialize-xml
edu.amherst.acdc/acrepo-exts-entailment
com.christiangp/auto-value-nested-tostring-annotations
au.com.gridstone.rxstore/converter-jackson
net.arnx/nashorn-promise
com.facebook.fbui.textlayoutbuilder/staticlayout-proxy
org.seerc.paasword/swagger-web-fragment
com.github.dcshock/forklift-stats
net.sf.proguard/proguard-wtk-plugin
it.netgrid.got/utils
org.hawkular.alerts/hawkular-alerts-bus-api
net.digitalid.utility/utility-string
net.digitalid.utility/utility-android
io.github.erictsangx/kotlin-random
uk.co.matbooth.tycho.extras/tycho-buildtimestamp-jgit-minimum
org.hawkular.apm/hawkular-apm-examples-vertx-opentracing-order-log
nz.ac.waikato.cms.weka/latentSemanticAnalysis
com.lasmanis/javapatterns
ru.sbtqa.tag.parsers/xml
org.siggi-ci/siggi-ci-keys-rest
org.siggi-ci/siggi-ci-it-assemble-ghcom
org.mbtest.javabank/javabank-client
org.jeeventstore/jeeventstore-testutils
com.github.treeleafj/treeleaf-db-starter
com.github.czyzby/ktx-vis-style
com.github.earchitecture.reuse/reuse-core
net.markenwerk/utils-json-handler-xml
org.fcrepo.camel/fcrepo-indexing-solr
io.azam.ulidj/ulidj
de.ixilon/docker-java-spring-boot-autoconfigure
cool.pandora/acrepo-exts-image
com.kloudtek.ktspring/ktspring-artemis
org.gwtopenmaps.openlayers/gwt-openlayers-server
org.camunda.bpm.extension.camel/camunda-bpm-camel-cdi
io.drinkwater/drinkwater-datastore-dbcp
com.daedafusion/service-framework-test
io.theblackbox/commons-version
io.github.codejanovic/java-shortcuts
io.qaclana/qaclana-server-options
org.mindrot/jbcrypt
me.geso/avans-freemarker
com.michaelwflaherty/cleverbotapi
io.drinkwater/drinkwater-datasource-postgres
org.tinyj.lava/lazy
io.silverware/camel-cdi-integration
org.travelforge/product-search-model
de.kuriositaet/flags
com.zensols/stopword-annotator
org.pousse-cafe-framework/pousse-cafe-spring-config
org.arquillian.cube/arquillian-cube-docker-ftest-compose
com.bmc.truesight.saas/dropwizard-truesight-meter
com.athaydes.osgiaas/osgiaas-cli-scala
com.gitblit.fathom/fathom-xmlrpc-test
com.gitblit.fathom/fathom-security-pam
com.gitblit.fathom/fathom-security-htpasswd
com.gitblit.fathom/fathom-metrics-graphite
com.github.ebaydatameta/util-io
org.irenical.loggy/loggy
com.github.venth.tools/latrine
com.github.grozandrei/exposable-processor
uk.co.qorr/hvalspik-testing-localsource
ru.sbtqa.tag.parsers/pdf
com.truward.brikar/brikar-rpc-explorer-support
edu.jhuapl.dorset.components/tools
org.commonjava.cartographer/cartographer-ftests
net.javacrumbs.future-converter/future-converter-guava-rxjava
edu.amherst.acdc/acrepo-spearmint
eu.freme-project/logging-filter
org.adeptnet.atlassian/atlassian-auth-jira
net.aequologica.neo/geppaequo-uuid
io.squark/swagger-combine
com.coralogix.sdk/logback-appender
com.itelg.spring/spring-jenkins-actuator
com.xlvecle/geohash-poly
com.isalldigital/reclaim-compiler
org.domeos/kubernetes-model-annotator
io.apptik.rhub/shield-base-maker
es.sandbox.ui.messages/flash-messages-spring-boot-starter-thymeleaf
de.deepamehta/deepamehta-time
de.deepamehta/deepamehta-box-renderer-dom
com.cjyong.base/argorithms
org.sonarsource.typescript/sonar-typescript-plugin
org.fujion/fujion-script-renjin
org.fujion/fujion-script-groovy
name.remal.test/common
io.gravitee.am.gateway.services/gravitee-am-gateway-services-localregistry
eu.fbk.fcw/fcw-treetagger
com.vladmihalcea.flexy-pool/flexy-tomcatcp
com.vladmihalcea.flexy-pool/flexy-dbcp
com.vladmihalcea.flexy-pool/flexy-atomikos
com.graphql-java/graphiql-spring-boot-autoconfigure
org.refcodes/refcodes-security-ext-spring
org.refcodes/refcodes-licensing
org.jboss.weld.examples/weld-osgi-paint-triangle
org.eclipse.dirigible/dirigible-runtime-transport
org.eclipse.dirigible/dirigible-runtime-ide-publisher
org.eclipse.dirigible/dirigible-database-managed
org.commonjava.indy/indy-pkg-npm-jaxrs
org.commonjava.indy/indy-dot-maven-jaxrs
no.skatteetaten.aurora/aurora-header-mdc-filter
io.cloudslang/hello-score
info.bitrich.xchange-stream/service-pubnub
com.nightlynexus.retryable-retrofit/retryable-android
org.nutz/nutzboot-starter-dubbo
io.gravitee.management.services/gravitee-management-api-services-subscriptions
com.sdl.dxa.modules/dxa-module-mediamanager
com.networknt/limit
com.networknt/correlation
com.netflix.spectator/spectator-agent
uk.gov.gchq.gaffer/road-traffic-model
org.zuchini/zuchini-reporter
org.boothub/boothub-heroku
com.sdl.delivery/iq-query-client-common
com.github.houbb/paradise-test
com.butor/butor-mule-dao
org.openehealth.ipf.gazelle/ipf-gazelle-validation-profiles-rad
org.openehealth.ipf.gazelle/ipf-gazelle-validation-profiles-pat
org.openehealth.ipf.gazelle/ipf-gazelle-validation-profiles-iti-pam
org.openehealth.ipf.boot/ipf-spring-boot-starter
org.apereo.cas/cas-server-support-yaml-service-registry
org.apereo.cas/cas-server-support-trusted-mfa-mongo
org.apereo.cas/cas-server-support-sms-textmagic
org.apereo.cas/cas-server-support-shibboleth-attributes
org.apereo.cas/cas-server-support-rest
org.apereo.cas/cas-server-support-redis-ticket-registry
org.apereo.cas/cas-server-support-mongo-service-registry
org.apereo.cas/cas-server-support-json-service-registry
org.apereo.cas/cas-server-support-jdbc-drivers
org.apereo.cas/cas-server-support-geolocation-maxmind
org.apereo.cas/cas-server-support-events-memory
org.apereo.cas/cas-server-support-audit-jdbc
org.apereo.cas/cas-server-core-util
org.apereo.cas/cas-server-core-events-configuration-cloud-bus
org.apereo.cas/cas-server-core-api-web
de.otto.edison/edison-aws-core
com.bernardomg.velocity/velocity-config-tool
ai.grakn/migration-json
io.github.ivnik/smartlog-aop
ro.pippo/pippo-tomcat
ro.pippo/pippo-session-spymemcached
ro.pippo/pippo-session-infinispan
ro.pippo/pippo-fastjson
org.easybatch/easybatch-spring
org.easybatch/easybatch-jackson
org.easybatch/easybatch-apache-commons-csv
org.kill-bill.commons/killbill-metrics
net.hamnaberg.json/immutable-json-jackson
com.intuit.karate/karate-jersey
systems.manifold/manifold-docs
io.airlift/trace-token
com.github.bordertech.wcomponents/wcomponents-examples-lde
org.nutz/nutz-plugins-xmlentitymaker
org.jmxtrans/jmxtrans-output-gelf
net.redpipe/redpipe-example-helloworld
io.github.jklingsporn/vertx-jooq-classic
com.alibaba.jvm.sandbox/sandbox-mgr-provider
org.restcomm.camelgw/bootstrap
io.zipkin.aws/zipkin-sparkstreaming-stream-kinesis
com.sparkjava/spark-template-rocker
com.github.hekonsek/view-elasticsearch
com.github.dennisit/vplus-html
co.cask.hydrator/http-plugins
org.swisspush.gateleen/gateleen-delta
io.fares.design.builder/design-builder-core
com.netshoes/spring-cloud-sleuth-amqp-starter
com.namics.oss.spring.support.jpa/spring-jpa-support
com.github.slugify/slugify-integration-jstl
org.gridkit.jvmtool/mxdump
com.soywiz/korio-ext-db-base
be.ceau/digitalpodcast-api
io.sentry/sentry-logback
com.networknt/test-jdbc
org.terasoluna.gfw/terasoluna-gfw-security-web
com.oath.microservices/micro-guava
com.finovertech/vertx-config-aws-ssm
net.sf.cuf/cuf-javafx
com.ncredinburgh/in-control
com.github.ftrossbach/kiqr-rest-server
org.zkoss.theme/sapphire
org.craftercms/crafter-commons-api-documentation
com.linecorp.armeria/armeria-kafka
am.ik.certificate/certificate-importer
com.helger/ph-fonts-open-sans
com.coreoz/plume-db-test
com.github.samitc.utils/common-utils
org.kantega.respiro/respiro-mongodb-exchanges-plugin
org.activiti.cloud/activiti-cloud-starter-query
edu.jhu.hlt/concrete-server
com.caseykulm.oauthheader/oauthheader-services
org.oxerr/okcoin-client-xchange
com.linecorp.bot/line-bot-servlet
com.github.wangyuheng/swagger-starter
com.slyak/spring-boot-starter-jpa-extra
org.hobsoft.spring/rest-template-logger
com.jeromeloisel/db-entity
org.togglz/togglz-spring-security
org.togglz/togglz-archaius
io.servicecomb/swagger-invocation-jaxrs
org.visallo/visallo-web-change-password
org.visallo/visallo-tools-reindex
org.visallo/visallo-model-queue-inmemory
org.springframework.data/spring-data-rest-hal-browser
net.minidev/ovh-java-sdk-region
io.github.javaeden.orchid/OrchidEditorial
com.cloudera.oryx/kafka-util
org.wicketstuff/wicketstuff-jwicket-tooltip-beautytips
org.wicketstuff/wicketstuff-datastore-hazelcast
org.duracloud/notification
org.duracloud/irodsstorageprovider
org.beigesoft/beige-graphic-swing
com.oracle.bedrock/bedrock-runtime-jacoco
com.nike.riposte/riposte-guice
com.linecorp.centraldogma/centraldogma-testing
org.elder.sourcerer/sourcerer-spring
org.elder.sourcerer/sourcerer-crud
nl.littlerobots.bundles/argument-processor
com.github.dcsolutions.kalinka/kalinka-util
org.wildfly/wildfly-security-api
org.jbpm/jbpm-workitems-jms
org.jbpm/jbpm-form-modeler-renderer-api
org.guvnor/guvnor-message-console-backend
com.plainflow.analytics.java/analytics-spring-boot-starter
de.digitalcollections.commons/dc-commons-server
ch.softappeal.yass/yass-unsupported
org.beigesoft/beige-logging-acl
org.hspconsortium.carewebframework/cwf-plugin-patientheader
com.netflix.evcache/evcache-client-sample
com.aol.microservices/micro-metrics-datadog
org.opensourcebim/ifcanalyses
com.github.hongframework/hframe-deployer
org.srcdeps.mvn/srcdeps-maven-base
com.paypal.butterfly/butterfly-metrics-file
org.uberfire/uberfire-workbench-processors-tests
io.gravitee.policy/gravitee-policy-latency
com.thinkbiganalytics.kylo.plugins/kylo-service-monitor-kylo-cluster
com.thinkbiganalytics.kylo/kylo-security-auth-file
com.thinkbiganalytics.kylo/kylo-commons-spark-api
com.marcosbarbero.cloud/inmemory
org.apereo.cas/cas-server-support-token-core
org.apereo.cas/cas-server-support-surrogate-authentication-ldap
org.apereo.cas/cas-server-support-pm-rest
org.apereo.cas/cas-server-support-hazelcast-core
org.apereo.cas/cas-server-support-consent-rest
org.apereo.cas/cas-server-support-cassandra-core
org.apereo.cas/cas-server-support-aup-ldap
eu.xenit.de/blueprint-override
com.harium/native-loader
org.modelmapper.extensions/modelmapper-guice
nl.basjes.parse.httpdlog/httpdlog-pigloader
org.testcontainers/vault
io.florianlopes/spring-mvc-test-utils
org.metafacture/metafacture-elasticsearch
org.flowable/flowable-spring-boot-sample-basic
org.flowable/flowable-groovy-script-static-engine
org.flowable/flowable-dmn-engine-configurator
org.eclipse.kapua/kapua-liquibase
org.hawkular.metrics/hawkular-metrics-configuration-service
